"scientific_name"	"datetime"	"description"	"place_guess"	"latitude"	"longitude"	"tag_list"	"common_name"	"url"	"image_url"	"user_login"	"id"	"species_guess"	"iconic_taxon_name"	"taxon_id"	"num_identification_agreements"	"num_identification_disagreements"	"observed_on_string"	"observed_on"	"time_observed_at"	"time_zone"	"positional_accuracy"	"public_positional_accuracy"	"geoprivacy"	"taxon_geoprivacy"	"coordinates_obscured"	"positioning_method"	"positioning_device"	"user_id"	"user_name"	"created_at"	"updated_at"	"quality_grade"	"license"	"sound_url"	"oauth_application_id"	"captive_cultivated"
"Vulpes vulpes"	"2025-01-07 10:11:00 +0200"	"Hunter Camera"	"<U+0411><U+043E><U+0440><U+043E><U+0434><U+044F><U+043D><U+0441><U+044C><U+043A><U+0438><U+0439> <U+0440><U+0430><U+0439><U+043E><U+043D>, <U+041A><U+0438><U+0457><U+0432><U+0441><U+044C><U+043A><U+0430> <U+043E><U+0431><U+043B><U+0430><U+0441><U+0442><U+044C>, <U+0423><U+043A><U+0440><U+0430><U+0457><U+043D><U+0430>"	50.5816739345	29.9533780157	""	"Red Fox"	"https://www.inaturalist.org/observations/258650220"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464110630/medium.jpg"	"igor117"	258650220	"<U+041B><U+0438><U+0441><U+0438><U+0446><U+044F> <U+0437><U+0432><U+0438><U+0447><U+0430><U+0439><U+043D><U+0430>"	"Mammalia"	42069	0	0	"2025/01/07 10:11"	"2025-01-07"	"2025-01-07 08:11:00 UTC"	"Kyiv"	100	100	""	"open"	"false"	""	""	3028032	"Igor Balashov"	"2025-01-16 13:54:16 UTC"	"2025-01-16 14:44:10 UTC"	"research"	"CC-BY"	""	NA	"false"
"Vulpes vulpes"	"2025-01-05 23:15:00 +0200"	"Hunter Camera"	"<U+0411><U+043E><U+0440><U+043E><U+0434><U+044F><U+043D><U+0441><U+044C><U+043A><U+0438><U+0439> <U+0440><U+0430><U+0439><U+043E><U+043D>, <U+041A><U+0438><U+0457><U+0432><U+0441><U+044C><U+043A><U+0430> <U+043E><U+0431><U+043B><U+0430><U+0441><U+0442><U+044C>, <U+0423><U+043A><U+0440><U+0430><U+0457><U+043D><U+0430>"	50.5816013149	29.9534578136	""	"Red Fox"	"https://www.inaturalist.org/observations/258650214"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464107992/medium.jpg"	"igor117"	258650214	"<U+041B><U+0438><U+0441><U+0438><U+0446><U+044F> <U+0437><U+0432><U+0438><U+0447><U+0430><U+0439><U+043D><U+0430>"	"Mammalia"	42069	1	0	"2025/01/05 23:15"	"2025-01-05"	"2025-01-05 21:15:00 UTC"	"Kyiv"	100	100	""	"open"	"false"	""	""	3028032	"Igor Balashov"	"2025-01-16 13:54:14 UTC"	"2025-01-16 15:33:38 UTC"	"research"	"CC-BY"	""	NA	"false"
"Vulpes vulpes"	"2025-01-12 10:38:14 -0500"	""	"Lockhead Rd W, Ottawa, ON, CA"	45.1127195	-75.7115466667	""	"Red Fox"	"https://www.inaturalist.org/observations/258649841"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464116449/medium.jpg"	"ninastavlund"	258649841	"Red Fox"	"Mammalia"	42069	2	0	"2025-01-12 10:38:14-05:00"	"2025-01-12"	"2025-01-12 15:38:14 UTC"	"America/Nipigon"	NA	NA	""	"open"	"false"	""	""	1487464	"Nina"	"2025-01-16 13:48:15 UTC"	"2025-01-16 22:51:59 UTC"	"research"	"CC-BY-NC"	""	3	"false"
"Vulpes vulpes"	"2025-01-16 14:13:26 +0100"	""	"Alcoy, Alicante, España"	38.665045613	-0.5402579159	""	"Red Fox"	"https://www.inaturalist.org/observations/258648339"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464118175/medium.jpeg"	"pepcanto"	258648339	"Zorro Rojo"	"Mammalia"	42069	2	0	"2025-01-16 14:13:26"	"2025-01-16"	"2025-01-16 13:13:26 UTC"	"Madrid"	4	4	""	"open"	"false"	"gps"	"gps"	4444648	"Pep Cantó"	"2025-01-16 13:17:27 UTC"	"2025-01-17 00:30:46 UTC"	"research"	"CC-BY-NC"	""	2	"false"
"Vulpes vulpes"	"2025-01-16 07:14:00 +0100"	""	"88097 Eriskirch, Germany"	47.637027733	9.544499293	""	"Red Fox"	"https://www.inaturalist.org/observations/258626300"	""	"jeremybarker"	258626300	"Red Fox"	"Mammalia"	42069	0	0	"2025-01-16 07:14:00"	"2025-01-16"	"2025-01-16 06:14:00 UTC"	"Berlin"	83	83	""	"open"	"false"	"gps"	"gps"	464262	"Jeremy Barker"	"2025-01-16 06:15:53 UTC"	"2025-01-16 08:55:47 UTC"	"research"	"CC0"	"https://static.inaturalist.org/sounds/1286620.wav?1737008191"	2	"false"
"Vulpes vulpes"	"2025-01-15 23:49:15 -0600"	"This is my first time seeing foxes on my property, and it's a duo! These guys are so cool, and I'm glad they're coming through here."	"United States"	36.413404025	-86.9738350316	""	"Red Fox"	"https://www.inaturalist.org/observations/258625831"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464066595/medium.jpeg"	"tncreekwanderer"	258625831	"Red Fox"	"Mammalia"	42069	2	0	"2025-01-15 23:49:15"	"2025-01-15"	"2025-01-16 05:49:15 UTC"	"Central Time (US & Canada)"	98	28534	"obscured"	"open"	"true"	"gps"	"gps"	2604342	"Calvin McDowell"	"2025-01-16 06:05:53 UTC"	"2025-01-16 15:03:19 UTC"	"research"	"CC-BY-NC"	""	2	"false"
"Vulpes vulpes"	"2025-01-15 16:48:25 -0600"	""	"Pacific Springs Golf Club, Omaha, NE, US"	41.2534616667	-96.178695	""	"Red Fox"	"https://www.inaturalist.org/observations/258621867"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464058190/medium.jpg"	"sueinomaha"	258621867	"Red Fox"	"Mammalia"	42069	1	0	"2025-01-15 16:48:25-06:00"	"2025-01-15"	"2025-01-15 22:48:25 UTC"	"Central Time (US & Canada)"	9	9	""	"open"	"false"	""	""	1644516	""	"2025-01-16 04:55:37 UTC"	"2025-01-16 09:37:35 UTC"	"research"	"CC-BY-NC"	""	3	"false"
"Vulpes vulpes"	"2025-01-15 23:27:00 -0500"	""	"Hiram Ln, Bloomfield, CT, US"	41.8530225122	-72.759124909	""	"Red Fox"	"https://www.inaturalist.org/observations/258621654"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464057746/medium.jpg"	"eikenella"	258621654	"Red Fox"	"Mammalia"	42069	3	0	"2025-01-15 23:27:00-05:00"	"2025-01-15"	"2025-01-16 04:27:00 UTC"	"Eastern Time (US & Canada)"	5	5	""	"open"	"false"	""	""	2004570	"Sheila S"	"2025-01-16 04:51:58 UTC"	"2025-01-16 17:26:10 UTC"	"research"	"CC-BY"	""	3	"false"
"Vulpes vulpes"	"2025-01-15 17:05:00 -0800"	""	"Airport, Sacramento, CA 95822, USA"	38.5066557	-121.4965579997	""	"Red Fox"	"https://www.inaturalist.org/observations/258609101"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464030716/medium.jpeg"	"trevornewton15"	258609101	"Red Fox"	"Mammalia"	42069	1	0	"2025-01-15 17:05:00"	"2025-01-15"	"2025-01-16 01:05:00 UTC"	"Pacific Time (US & Canada)"	NA	NA	""	"open"	"false"	"gps"	"gps"	7438868	""	"2025-01-16 01:21:28 UTC"	"2025-01-16 02:55:33 UTC"	"research"	"CC-BY-NC"	""	2	"false"
"Vulpes vulpes"	"2025-01-15 09:18:31 -0700"	""	"Steamboat Ski & Resort Corporation, Steamboat Springs, CO, US"	40.45292	-106.74562	""	"Red Fox"	"https://www.inaturalist.org/observations/258608846"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464030306/medium.jpg"	"sresteele"	258608846	"Red Fox"	"Mammalia"	42069	1	0	"2025-01-15 09:18:31-07:00"	"2025-01-15"	"2025-01-15 16:18:31 UTC"	"Mountain Time (US & Canada)"	4	4	""	"open"	"false"	""	""	8505666	""	"2025-01-16 01:17:46 UTC"	"2025-01-16 09:50:15 UTC"	"research"	"CC-BY-NC"	""	3	"false"
"Vulpes vulpes"	"2025-01-16 00:23:32 +0100"	""	"10117 Berlin, Deutschland"	52.5158972222	13.3795388889	""	"Red Fox"	"https://www.inaturalist.org/observations/258605735"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464023894/medium.jpeg"	"danielmietchen"	258605735	"Rotfuchs"	"Mammalia"	42069	1	0	"2025-01-16 00:23:32"	"2025-01-16"	"2025-01-15 23:23:32 UTC"	"Berlin"	NA	NA	""	"open"	"false"	"gps"	"gps"	1928318	"Daniel Mietchen"	"2025-01-16 00:33:37 UTC"	"2025-01-16 08:57:25 UTC"	"research"	"CC0"	""	2	"false"
"Vulpes vulpes"	"2025-01-01 19:59:00 -0700"	""	"Tin Gate, Howe Ranch, Routt County Colorado"	40.6553108942	-107.2571636689	"Colorado, Hayden, Howe Ranch, Red fox, Routt County, Tin Gate, Trail Camera, mammal"	"Red Fox"	"https://www.inaturalist.org/observations/258604402"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464020957/medium.jpeg"	"jeremiahlucas"	258604402	"Red Fox"	"Mammalia"	42069	0	0	"2025/01/01 7:59 PM"	"2025-01-01"	"2025-01-02 02:59:00 UTC"	"Mountain Time (US & Canada)"	5	5	""	"open"	"false"	""	""	1498462	"Jeremiah"	"2025-01-16 00:17:14 UTC"	"2025-01-16 01:40:12 UTC"	"research"	"CC-BY-NC"	""	NA	"false"
"Vulpes vulpes"	"2025-01-16 06:33:00 +1000"	""	"Murray's Environmental Nature Refuge"	-27.659889467	153.1604333929	""	"Red Fox"	"https://www.inaturalist.org/observations/258602167"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464016753/medium.jpg"	"mmogi_lcc"	258602167	"Red Fox"	"Mammalia"	42069	1	0	"2025/01/16 6:33 AM"	"2025-01-16"	"2025-01-15 20:33:00 UTC"	"Brisbane"	389	389	""	"open"	"false"	""	""	6134469	"Michelle M"	"2025-01-15 23:48:40 UTC"	"2025-01-16 03:35:32 UTC"	"research"	"CC-BY-NC"	""	NA	"false"
"Vulpes vulpes"	"2025-01-15 16:46:00 -0500"	""	"Algoma District, ON, Canada"	46.3448478123	-83.926348779	""	"Red Fox"	"https://www.inaturalist.org/observations/258599692"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464010828/medium.jpg"	"jstrumsmith"	258599692	"Red Fox"	"Mammalia"	42069	3	0	"2025/01/15 4:46 PM"	"2025-01-15"	"2025-01-15 21:46:00 UTC"	"America/Nipigon"	31	31	""	"open"	"false"	""	""	2072984	""	"2025-01-15 23:09:05 UTC"	"2025-01-16 22:55:52 UTC"	"research"	"CC-BY-NC"	""	NA	"false"
"Vulpes vulpes"	"2025-01-15 09:53:00 -0500"	""	"Columbia, MD, USA"	39.2151051995	-76.8281914489	""	"Red Fox"	"https://www.inaturalist.org/observations/258596544"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464004547/medium.jpeg"	"lakekoshare"	258596544	"Red Fox"	"Mammalia"	42069	1	0	"2025/01/15 9:53 AM"	"2025-01-15"	"2025-01-15 14:53:00 UTC"	"Eastern Time (US & Canada)"	15	15	""	"open"	"false"	""	""	100698	"Jim"	"2025-01-15 22:23:32 UTC"	"2025-01-15 22:37:26 UTC"	"research"	"CC-BY-NC"	""	NA	"false"
"Vulpes vulpes"	"2025-01-16 08:40:33 +1100"	""	"Mackay St, Springvale South, VIC, AU"	-37.9738709042	145.1547771107	""	"Red Fox"	"https://www.inaturalist.org/observations/258593370"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463998140/medium.jpg"	"plantrant"	258593370	"Red Fox"	"Mammalia"	42069	0	0	"2025-01-16 08:40:33+11:00"	"2025-01-16"	"2025-01-15 21:40:33 UTC"	"Melbourne"	25	25	""	"open"	"false"	""	""	1451544	"Dylan Wishart"	"2025-01-15 21:42:04 UTC"	"2025-01-15 21:45:30 UTC"	"research"	"CC-BY"	""	3	"false"
"Vulpes vulpes"	"2025-01-15 11:13:00 -0500"	""	"Kent County, DE, USA"	39.242437034	-75.4772776424	"Vulpes vulpes (Red Fox)"	"Red Fox"	"https://www.inaturalist.org/observations/258587285"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463986036/medium.jpg"	"bert_filemyr"	258587285	"Red Fox"	"Mammalia"	42069	2	0	"2025/01/15 11:13 AM"	"2025-01-15"	"2025-01-15 16:13:00 UTC"	"Eastern Time (US & Canada)"	122	122	""	"open"	"false"	""	""	1306796	"Bert Filemyr"	"2025-01-15 20:23:27 UTC"	"2025-01-16 04:42:22 UTC"	"research"	"CC-BY-NC"	""	NA	"false"
"Vulpes vulpes"	"2025-01-14 16:56:34 +0100"	""	"V Zahradní ctvrti, Praha 4, Praha, CZ"	50.0214160605	14.4471194913	""	"Red Fox"	"https://www.inaturalist.org/observations/258585917"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463982758/medium.jpg"	"kokokopriva"	258585917	"liška obecná"	"Mammalia"	42069	0	0	"2025-01-14 16:56:34+01:00"	"2025-01-14"	"2025-01-14 15:56:34 UTC"	"Prague"	52	52	""	"open"	"false"	""	""	7877599	""	"2025-01-15 20:02:35 UTC"	"2025-01-16 09:04:19 UTC"	"research"	"CC-BY-NC"	""	3	"false"
"Vulpes vulpes"	"2023-11-08 00:00:00 +0100"	""	"Tigrigra, Maroc"	33.3752484645	-5.2267958969	""	"Red Fox"	"https://www.inaturalist.org/observations/258583388"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463978009/medium.jpeg"	"jeremandalou"	258583388	"Renard roux"	"Mammalia"	42069	0	0	"2023-11-08"	"2023-11-08"	""	"Casablanca"	24	24	""	"open"	"false"	"gps"	"gps"	6646355	""	"2025-01-15 19:28:33 UTC"	"2025-01-15 19:39:23 UTC"	"research"	"CC-BY-NC"	""	2	"false"
"Vulpes vulpes"	"2025-01-15 09:53:29 -0600"	""	"Lake of the Woods, Mahomet, IL, US"	40.19917	-88.38028	""	"Red Fox"	"https://www.inaturalist.org/observations/258579964"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463971300/medium.jpg"	"williamsemily10"	258579964	"Red Fox"	"Mammalia"	42069	0	0	"2025-01-15 09:53:29-06:00"	"2025-01-15"	"2025-01-15 15:53:29 UTC"	"Central Time (US & Canada)"	14	14	""	"open"	"false"	""	""	936663	""	"2025-01-15 18:40:11 UTC"	"2025-01-15 18:51:59 UTC"	"research"	"CC-BY-NC"	""	3	"false"
"Vulpes vulpes"	"2024-11-28 01:50:00 +0100"	""	"54329 Konz, Deutschland"	49.7085534681	6.607635503	""	"Red Fox"	"https://www.inaturalist.org/observations/258578777"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463967737/medium.jpeg"	"claudekolwelter"	258578777	"Rotfuchs"	"Mammalia"	42069	1	0	"2024/11/28 01:50"	"2024-11-28"	"2024-11-28 00:50:00 UTC"	"Berlin"	2	2	""	"open"	"false"	""	""	1682329	"Claude Kolwelter"	"2025-01-15 18:17:39 UTC"	"2025-01-15 19:53:21 UTC"	"research"	"CC-BY"	""	NA	"false"
"Vulpes vulpes"	"2025-01-15 03:08:00 -0600"	"Red fox notices a rabbit on front yard.  Rabbit ran across the street and fox ran after it.  It appears that the rabbit got away and was back in yard 2 hrs later."	"Spring Meadow Cres, Winnipeg, MB, CA"	49.9111883203	-97.0226568991	""	"Red Fox"	"https://www.inaturalist.org/observations/258575011"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463961208/medium.jpg"	"meikoh"	258575011	"Red Fox"	"Mammalia"	42069	5	0	"2025-01-15 03:08:00-06:00"	"2025-01-15"	"2025-01-15 09:08:00 UTC"	"America/Winnipeg"	21	21	""	"open"	"false"	""	""	5964636	"Meikoh O"	"2025-01-15 17:22:07 UTC"	"2025-01-16 12:41:18 UTC"	"research"	"CC-BY-NC"	""	3	"false"
"Vulpes vulpes"	"2025-01-15 17:45:42 +0100"	""	"1200 Wien, Österreich"	48.2452772517	16.375702098	""	"Red Fox"	"https://www.inaturalist.org/observations/258572675"	"https://static.inaturalist.org/photos/463956715/medium.jpeg"	"kellianca"	258572675	"Rotfuchs"	"Mammalia"	42069	2	0	"2025-01-15 17:45:42"	"2025-01-15"	"2025-01-15 16:45:42 UTC"	"Vienna"	62	62	""	"open"	"false"	"gps"	"gps"	4198928	""	"2025-01-15 16:48:52 UTC"	"2025-01-16 04:40:20 UTC"	"research"	"CC-BY-NC"	""	2	"false"
"Vulpes vulpes"	"2025-01-01 15:30:00 +0700"	""	"<U+0410><U+043B><U+0442><U+0430><U+0439><U+0441><U+043A><U+0438><U+0439> <U+043A><U+0440><U+0430><U+0439>, <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>, 659546"	52.3542318	85.6627445	""	"Red Fox"	"https://www.inaturalist.org/observations/258565157"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463941433/medium.jpeg"	"natalia_trifuz"	258565157	"<U+041E><U+0431><U+044B><U+043A><U+043D><U+043E><U+0432><U+0435><U+043D><U+043D><U+0430><U+044F> <U+043B><U+0438><U+0441><U+0438><U+0446><U+0430>"	"Mammalia"	42069	0	0	"2025-01-01 15:30:00"	"2025-01-01"	"2025-01-01 08:30:00 UTC"	"Asia/Barnaul"	NA	NA	""	"open"	"false"	"gps"	"gps"	3189104	"<U+041D><U+0430><U+0442><U+0430><U+043B><U+044C><U+044F> <U+0422><U+0440><U+0438><U+0444><U+0443><U+0437>"	"2025-01-15 14:57:43 UTC"	"2025-01-15 15:04:24 UTC"	"research"	"CC-BY-NC"	""	2	"false"
"Vulpes vulpes schrencki"	"2025-01-17 11:24:00 +0900"	""	"Shibetsu, Hokkaido, Japan"	43.5511527778	145.3150472222	""	"Ezo Red Fox"	"https://www.inaturalist.org/observations/258727286"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464275209/medium.jpeg"	"keanesammon"	258727286	"Ezo Red Fox"	"Mammalia"	490714	0	0	"2025/01/17 11:24 AM"	"2025-01-17"	"2025-01-17 02:24:00 UTC"	"Tokyo"	5	5	""	"open"	"false"	""	""	2901917	"Keane Sammon"	"2025-01-17 09:58:35 UTC"	"2025-01-17 10:32:10 UTC"	"research"	"CC-BY-NC"	""	NA	"false"
"Vulpes vulpes schrencki"	"2025-01-16 11:44:08 +0900"	""	"Ichani, Shibetsu, Hokkaido, JP"	43.68975	145.1157388333	""	"Ezo Red Fox"	"https://www.inaturalist.org/observations/258644544"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464105420/medium.jpg"	"keanesammon"	258644544	"Ezo Red Fox"	"Mammalia"	490714	2	0	"2025-01-16 11:44:08+09:00"	"2025-01-16"	"2025-01-16 02:44:08 UTC"	"Tokyo"	10	10	""	"open"	"false"	""	""	2901917	"Keane Sammon"	"2025-01-16 12:10:58 UTC"	"2025-01-16 12:19:04 UTC"	"research"	"CC-BY-NC"	""	3	"false"
"Vulpes vulpes japonica"	"2025-01-17 07:31:00 +0900"	""	"<U+65E5><U+672C><U+3001><U+3012>206-0021 <U+6771><U+4EAC><U+90FD><U+591A><U+6469><U+5E02><U+9023><U+5149><U+5BFA>"	35.6508684973	139.4651584193	""	"Japanese Red Fox"	"https://www.inaturalist.org/observations/258715384"	"https://inaturalist-open-data.s3.amazonaws.com/photos/464250045/medium.jpg"	"m_sato"	258715384	"<U+30DB><U+30F3><U+30C9><U+30AE><U+30C4><U+30CD>"	"Mammalia"	361708	1	0	"2025/01/17 07:31"	"2025-01-17"	"2025-01-16 22:31:00 UTC"	"Tokyo"	4	4	""	"open"	"false"	""	""	8233812	""	"2025-01-17 05:39:51 UTC"	"2025-01-17 09:50:53 UTC"	"research"	"CC-BY-NC"	""	NA	"false"
"Vulpes vulpes crucigera"	"2025-01-15 11:25:03 +0000"	""	"Rotherhithe, London SE16, UK"	51.4999527778	-0.0385777778	""	"European Red Fox"	"https://www.inaturalist.org/observations/258577218"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463965809/medium.jpeg"	"pilmar"	258577218	"European Red Fox"	"Mammalia"	1081616	1	0	"2025-01-15 11:25:03"	"2025-01-15"	"2025-01-15 11:25:03 UTC"	"London"	NA	NA	""	"open"	"false"	"gps"	"gps"	3024048	"Piermario Maculan"	"2025-01-15 17:52:39 UTC"	"2025-01-15 19:53:53 UTC"	"research"	"CC-BY-NC"	""	2	"false"
"Vulpes vulpes silacea"	"2025-01-03 20:37:00 +0100"	""	"Almería, España"	36.7815134139	-3.1107159108	""	"Iberian Red Fox"	"https://www.inaturalist.org/observations/258590425"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463990648/medium.jpeg"	"faluke"	258590425	"Vulpes vulpes silacea"	"Mammalia"	338454	0	0	"2025/01/03 8:37 PM"	"2025-01-03"	"2025-01-03 19:37:00 UTC"	"Madrid"	2	2	""	"open"	"false"	""	""	3771288	""	"2025-01-15 21:06:25 UTC"	"2025-01-16 09:02:24 UTC"	"research"	"CC-BY-NC"	""	NA	"false"
"Nyctereutes procyonoides"	"2024-07-03 04:05:00 +0200"	"Recorded on trail camera. Adult and 3 pups."	"Powiat piaseczynski, Polska"	51.9729218381	21.2614809088	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258488826"	"https://inaturalist-open-data.s3.amazonaws.com/photos/463784528/medium.png"	"whittinqton"	258488826	"Jenot azjatycki"	"Mammalia"	855311	1	0	"2024/07/03 04:05"	"2024-07-03"	"2024-07-03 02:05:00 UTC"	"Warsaw"	2	2	""	"open"	"false"	""	""	7378829	""	"2025-01-14 19:24:47 UTC"	"2025-01-15 16:16:19 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-29 12:41:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4659946229	50.6514444066	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020982"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462868985/medium.png"	"anisimov-43"	258020982	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/29 12:41"	"2024-12-29"	"2024-12-29 09:41:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:43:07 UTC"	"2025-01-10 12:10:08 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-28 12:41:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4656155488	50.6526445532	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020981"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462868988/medium.png"	"anisimov-43"	258020981	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/28 12:41"	"2024-12-28"	"2024-12-28 09:41:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:43:07 UTC"	"2025-01-10 12:10:13 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-27 12:41:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4648581632	50.6509294152	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020980"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462868978/medium.png"	"anisimov-43"	258020980	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/27 12:41"	"2024-12-27"	"2024-12-27 09:41:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:43:06 UTC"	"2025-01-10 12:10:19 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-30 12:41:00 +0300"	""	"<U+0421><U+0435><U+043C><U+0435><U+043D><U+043A><U+0438>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>, 612420"	58.4633448917	50.652302701	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020978"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462868959/medium.png"	"anisimov-43"	258020978	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/30 12:41"	"2024-12-30"	"2024-12-30 09:41:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:43:06 UTC"	"2025-01-10 12:10:23 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
"Nyctereutes procyonoides"	"2024-12-26 12:37:00 +0300"	""	"<U+0417><U+0443><U+0435><U+0432><U+0441><U+043A><U+0438><U+0439> <U+0440>-<U+043D>, <U+041A><U+0438><U+0440><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+043E><U+0431><U+043B>., <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>"	58.4661356339	50.653329815	""	"Mainland Raccoon Dog"	"https://www.inaturalist.org/observations/258020838"	"https://inaturalist-open-data.s3.amazonaws.com/photos/462868454/medium.png"	"anisimov-43"	258020838	"<U+0415><U+043D><U+043E><U+0442><U+043E><U+0432><U+0438><U+0434><U+043D><U+0430><U+044F> <U+0441><U+043E><U+0431><U+0430><U+043A><U+0430>"	"Mammalia"	855311	1	0	"2024/12/26 12:37"	"2024-12-26"	"2024-12-26 09:37:00 UTC"	"Europe/Kirov"	4000	4000	""	"open"	"false"	""	""	1417229	"Dmitry Anisimov"	"2025-01-10 09:39:01 UTC"	"2025-01-10 12:10:27 UTC"	"research"	"CC-BY-NC"	NA	NA	"false"
